City_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_Speed
1847947,Shingū,0,JP,1583980350,40,33.73,135.98,12,4.1
2127060,Arman',100,RU,1583980350,86,59.7,150.17,-11.53,9.65
5924618,Cochrane,90,CA,1583980108,54,51.18,-114.47,-0.56,5.1
2037222,Gongzhuling,100,CN,1583980351,35,43.5,124.82,1.35,8.44
1695546,Pandan,44,PH,1583980351,73,14.05,124.17,28.27,4.71
3933104,Pangoa,2,PE,1583980351,97,-12.12,-73,20.48,1.48
921786,Mitsamiouli,98,KM,1583980351,72,-11.38,43.28,28.64,1.93
5367788,Lompoc,40,US,1583980270,82,34.64,-120.46,16.67,4.1
644499,Nivala,100,FI,1583980352,95,63.92,24.97,0,1.02
1789647,Xichang,0,CN,1583980352,49,27.9,102.26,9.21,3.52
2038529,Baishishan,100,CN,1583980352,68,43.58,127.57,-1.33,5.4
1687894,Santa Rosa,20,PH,1583980352,58,14.31,121.11,32.78,5.7
2101169,Aitape,100,PG,1583980353,71,-3.14,142.35,28.41,5.78
3577430,Road Town,20,VG,1583980353,73,18.42,-64.62,26,3.6
4844309,Torrington,90,US,1583980232,33,41.8,-73.12,9.44,2.6
236950,Obo,100,CF,1583980353,83,5.4,26.49,21.76,1.64
3074893,Hranice,90,CZ,1583980353,87,49.55,17.73,10.56,4.6
2444219,Gouré,74,NE,1583980354,16,13.98,10.27,20.56,5.81
1835848,Seoul,75,KR,1583980227,52,37.57,126.98,9,2.6
2013639,Verkhnevilyuysk,21,RU,1583980354,90,63.45,120.32,-21.37,4.28
3441273,Paso de los Toros,2,UY,1583980355,69,-32.82,-56.52,24.35,6.63
1498920,Mezhdurechensk,50,RU,1583980355,85,53.69,88.06,-6.29,2.73
3513563,Kralendijk,100,BQ,1583980355,78,12.15,-68.27,26,6.2
3664321,Eirunepé,100,BR,1583980355,97,-6.66,-69.87,23.33,1.31
3894426,Coyhaique,100,CL,1583980355,81,-45.58,-72.07,10,2.08
5110365,Broome,90,US,1583980356,51,42.25,-75.83,4,1.14
1651531,Ambon City,20,ID,1583980356,59,-3.7,128.18,33,2.1
778707,Mehamn,100,NO,1583980310,93,71.04,27.85,-4.44,4.94
2647984,Great Yarmouth,67,GB,1583980356,61,52.61,1.73,9.44,11.8
1630935,Polewali,54,ID,1583980356,59,-3.43,119.34,31,1.8
3456642,Mozarlândia,41,BR,1583980357,93,-14.74,-50.57,23.03,1.35
49747,Oddur,100,SO,1583980357,92,4.12,43.89,19.15,6.53
5526337,Midland,1,US,1583980085,40,32,-102.08,23,4.1
2509575,Villamartín,67,ES,1583980357,58,36.86,-5.64,16.67,1.26
3406088,Barro,65,BR,1583980357,96,-6.72,-38.87,22.39,1.07
5262634,Menomonie,40,US,1583980202,88,44.88,-91.92,4.44,2.6
4676798,Brownwood,75,US,1583980159,64,31.71,-98.99,23,2.1
5703673,Elko,1,US,1583980358,34,41,-115.5,11,2.1
103630,Najrān,92,SA,1583980358,35,17.49,44.13,14,0.42
3583446,San Miguel,45,SV,1583980359,53,13.48,-88.18,26.53,0.14
1852357,Shimoda,75,JP,1583980359,47,34.67,138.95,15,5.7
2079582,Alyangula,85,AU,1583980332,55,-13.85,136.42,33,3.6
6113406,Prince Rupert,75,CA,1583980360,69,54.32,-130.32,3,2.6
